區域,廠區,客戶別,Ngày tháng,產品類型,Linh kiện,SN Number,Hiện tượng,維修方式,Hạng mục lỗi,維修數量,維修工時,節省金額/USD,結果
CHV,CHVP2,A31(AFT）,2026-02-25,TypeC類,TypeC3,TPE-20240527-131,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2026-02-26,TypeC類,TypeC3 Plus,TPE-20250417-213,更新FW3.00版本,更新FW3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2026-02-26,TypeC類,TypeC3 Plus,TPE-20250211-020,更新FW3.00版本,更新FW3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2026-02-26,TypeC類,TypeC3 Plus,TPE-20250417-145,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2026-02-26,TypeC類,TypeC3 Plus,TPE-20250211-014,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2026-02-26,TypeC類,TypeC3 Plus,TPE-20250211-007,更新FW3.00版本,更新FW3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2026-02-26,TypeC類,TypeC3 Plus,TPE-20250417-250,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2026-02-26,TypeC類,TypeC3 Plus,TPE-20250211-024,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2026-03-02,TypeC類,TypeC3 Plus,TPE-20250417-112,更新FW3.00版本,更新FW3.00版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2026-03-02,TypeC類,TypeC3 Plus,TPE-20250417-199,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-04,TypeC類,TypeC3 Plus,TPE-20250417-188,Fail 2.0 bulk,改变成high speed ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-04,TypeC類,TypeC3 Plus,TPE-20250417-235,Fail 2.0 bulk,改变成high speed ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-04,HDMI類,HDMI2.0,TPE-20230822-043,屏幕没反应,换IC U1,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-04,HDMI類,HDMI2.0,TPE-20230822-004,POWER 短路,换power接口,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-05,TypeC類,TypeC3 Plus,TPE-20250417-159,"Fail EDID,4K","换IC USD53,SWU12,MXU1",自然磨損,1.0,3.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-05,TypeC類,TypeC3,TPE-20230710-017,短路,报废,报废,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2026-03-06,TypeC類,TypeC3,TPE-20240527-147,fail TBT,换USD15,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-07,简易USB,USB,TPE-20221117-370 ,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-07,简易USB,USB,KS-20190828-178 ,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-07,DUDC類,DUDC Plus,TPE-20250516-102,failGEN1,换IC SWU1,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-03-09,简易USB,USB,KS-20190313-236,电容損壞,换电容,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-09,简易USB,USB,TPE-20221117-377 ,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2026-03-10,TypeC類,TypeC2,TPE-20221205-065,power接口損壞,换接口，更新28ROM版本,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(SMT）,2026-03-10,TypeC類,TypeC2,TPE-20221205-096,"SWU1,接口損壞",换接口，换IC SWU1,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(SMT）,2026-03-10,TypeC類,TypeC2,TPE-20221205-225,板子上的pin pad 損壞,报废,报废,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2026-03-10,HDMI類,HDMI2.0,TPE-20230822-085 ,更新06ROM版本,更新06ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-16,TypeC類,TypeC3 Plus,TPE-20250417-237,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-16,TypeC類,TypeC3 Plus,TPE-20250630-052,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-16,TypeC類,TypeC3 Plus,TPE-20250211-072,没有 VBUS,"换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,3.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-16,TypeC類,TypeC3 Plus,TPE-20250630-292,没有 VBUS,"换 USD40-53,SWR420-421,SWU20,U26",自然磨損,1.0,3.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-16,HDMI類,HDMI2.0,TPE-20250328-052 ,更新06ROM版本,更新06ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-16,HDMI類,HDMI2.0,TPE-20250328-045,更新06ROM版本,更新06ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-17,TypeC類,TypeC3,TPE-20240527-169,fail TBT,换USD15,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-17,HDMI類,HDMI2.0,TPE-20230822-267,POWER 短路,换power接口,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-18,简易USB,USB,KS-20190828-175,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-18,简易USB,USB,TPE-20221117-406,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-18,HDMI類,HDMI2.0,TPE-20230822-265,POWER 短路,"换power接口,换电容",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-21,HDMI類,HDMI2.0,TPE-20250328-059,更新06ROM版本,更新06ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-21,HDMI類,HDMI2.0,TPE-20250328-062,更新06ROM版本,更新06ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-21,HDMI類,HDMI2.0,TPE-20250328-046,更新06ROM版本,更新06ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-21,HDMI類,HDMI2.0,TPE-20250328-072,更新06ROM版本,更新06ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-21,HDMI類,HDMI2.0,TPE-20250328-047,更新06ROM版本,更新06ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-21,HDMI類,HDMI2.0,TPE-20250328-043,更新06ROM版本,更新06ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-21,HDMI類,HDMI2.0,TPE-20250328-073,更新06ROM版本,更新06ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-21,HDMI類,HDMI2.0,TPE-20250328-049,更新06ROM版本,更新06ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-21,HDMI類,HDMI2.0,TPE-20250328-041,更新06ROM版本,更新06ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-21,HDMI類,HDMI2.0,TPE-20250328-042,更新06ROM版本,更新06ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-21,HDMI類,HDMI2.0,TPE-20250328-057,更新06ROM版本,更新06ROM版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-23,TypeC類,TypeC3 Plus,TPE-20250630-206,Fail 2.0 bulk,改变成high speed ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-23,TypeC類,TypeC3 Plus,TPE-20250630-261,Fail 2.0 bulk,改变成high speed ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-24,TypeC類,TypeC3 Plus,TPE-20250630-203,Fail 2.0 bulk,改变成high speed ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-24,TypeC類,TypeC3 Plus,TPE-20250630-052,Fail 2.0 bulk,改变成high speed ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-25,简易USB,USB,TPE-20221117-182,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-27,TypeC類,TypeC3 Plus,TPE-20250630-088,Fail 2.0 bulk,改变成high speed ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-27,TypeC類,TypeC3 Plus,TPE-20250417-219,"没有VBUS,短路","换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-27,TypeC類,TypeC3 Plus,TPE-20250417-235,"没有VBUS,短路","换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-30,TypeC類,TypeC2,TPE-20211503-030,rework barrel,rework barrel,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-03-30,TypeC類,TypeC2,TPE-20211503-027,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2026-03-31,TypeC類,TypeC3 Plus,TPE-20250211-108,"没有VBUS,短路","换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-01,TypeC類,TypeC2,TPE-20211503-034,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-02,DUDC類,DUDC Plus,TPE-20250516-109,USB 接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-04-02,DUDC類,DUDC Plus,TPE-20250516-127,USB 接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-04-02,TypeC類,TypeC3,TPE-20240527-206,旧版,更新FW4.90.3 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-01,TypeC類,TypeC2,TPE-20210315-054 ,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-07,HDMI類,HDMI2.1,TPE-20230816-003,扇子損壞,换扇子,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-07,HDMI類,HDMI2.0,TPE-20230822-261 ,NO POWER,换power接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-07,VSB類,VSB DP,TPE-20250102-085,DP没反应,换IC U1,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-04-10,TypeC類,TypeC3 Plus,TPE-20250417-067,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-10,DP類,DP1.4,TPE-20210624-026,白屏,"换case卡,更新FW2.5.版本",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-10,DP類,DP1.4,TPE-20210624-087,白屏,"换case卡,更新FW2.5.版本",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-13,TypeC類,TypeC3 Plus,TPE-20250417-193,Fail 2.0 bulk,换IC MUXU1,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-13,HDMI類,HDMI2.0,TPE-20230822-011,test fail,换IC TSDS181,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-14,TypeC類,TypeC3 Plus,TPE-20250417-004,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-14,DP類,DP1.4,TPE-20250605-035,不能改EDID,更新FW,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-14,HDMI類,HDMI2.0,TPE-20230822-004,NO POWER,换power接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-17,TypeC類,TypeC3 Plus,TPE-20250211-167,"没有VBUS,短路","换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-21,HDMI類,HDMI2.0,TPE-20230822-299,NO POWER,换power接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-21,TypeC類,TypeC3 Plus,TPE-20250630-047,"没有VBUS,短路",换USD42，USD48,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-23,HDMI類,HDMI2.0,TPE-20230822-032,NO POWER,换power接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-23,HDMI類,HDMI2.0,TPE-20230822-261 ,NO POWER,换PWQ60,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-04-23,VSB類,VSB DP,TPE-20250603-003,fail DP2,"换DP接口,换IC U16",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-08,TypeC類,TypeC3 Plus,TPE-20250417-157,"没有VBUS,短路","换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-08,TypeC類,TypeC3,TPE-20230710-078,Fail2.0,换SWU12,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-09,HDMI類,HDMI2.1,TPE-20230425-084,NO POWER,换电容PWC55,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-09,HDMI類,HDMI2.0,TPE-20230822-266 ,NO POWER,换power接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-09,HDMI類,HDMI2.0,TPE-20230822-012,不能测试,换IC TMDS181,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-18,简易USB,USB,KS-20190313-258,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-18,简易USB,USB,TPE-20221117-370 ,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-18,简易USB,USB,KS-20190313-233,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-18,简易USB,USB,KS-20190828-181,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-20,HDMI類,HDMI2.0,TPE-20230822-282,NO POWER,换power接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-22,HDMI類,HDMI2.0,TPE-20230822-261 ,NO POWER,报废,报废,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2026-05-22,HDMI類,HDMI2.0,TPE-20230822-,NO POWER,报废,报废,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2026-05-22,HDMI類,HDMI2.0,TPE-20230822-267,NO POWER,CPU 损坏-》报废,报废,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2026-05-23,DUDC類,DUDC Plus,TPE-20250516-156,FAIL USB 3.2 gen1,换IC SWU1,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-05-25,TypeC類,TypeC2,TPE-20221205-036,板子上的pin pad 損壞,报废,报废,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2026-05-27,TypeC類,TypeC3 Plus,TPE-20250417-221,"没有VBUS,短路",换接口,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-27,TypeC類,TypeC3 Plus,TPE-20250417-141,Fail3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-27,TypeC類,TypeC3 Plus,TPE-20250630-184,Fail3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-28,DUDC類,DUDC Plus,TPE-20250516-008,USB 接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-05-28,DUDC類,DUDC Plus,TPE-20250516-122,USB 接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-05-29,TypeC類,TypeC3 Plus,TPE-20250630-206,"没有VBUS,短路","换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-30,TypeC類,TypeC3 Plus,TPE-20250417-155,"没有VBUS,短路","换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-05-30,HDMI類,HDMI2.0,TPE-20230822-268,NO POWER,CPU 损坏-》报废,报废,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2026-06-05,TypeC類,TypeC3 Plus,TPE-20250417-196,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-05,TypeC類,TypeC3 Plus,TPE-20250417-082,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-05,DUDC類,DUDC Plus,TPE-20250516-170,USB 接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-06-05,简易USB,USB,KS-20190828-250,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-06,TypeC類,TypeC3 Plus,TPE-20250211-014,"没有VBUS,短路","换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-10,DUDC類,DUDC Plus,TPE-20250516-036,USB 接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-06-10,VSB類,VSB DP,TPE-20250213-043,fail DP2,"换DP接口,换IC U16",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-10,TypeC類,TypeC2,TPE-20210315-030,板子上的pin pad 損壞,换接口，跳线,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-11,DP類,DP1.4,TPE-20210624-052,3V3 not good,换IC power PWU7,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-15,TypeC類,TypeC3 Plus,TPE-20250630-286,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-15,TypeC類,TypeC3 Plus,TPE-20250417-065,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-15,TypeC類,TypeC3 Plus,TPE-20250417-108,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-15,TypeC類,TypeC3,TPE-20240527-216,测试不过,重更新FX3,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-15,TypeC類,TypeC3,TPE-20240527-182,测试不过,重更新FX3,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-17,TypeC類,TypeC3 Plus,TPE-20250417-104,"没有VBUS,短路","换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-17,TypeC類,TypeC3 Plus,TPE-20250211-153,"没有VBUS,短路","换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-19,TypeC類,TypeC3 Plus,TPE-20250630-246,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-19,TypeC類,TypeC3 Plus,TPE-20250630-042,Fail 3.2 speed,格式化磁盘修复 ,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-19,简易USB,USB,TPE-20221117-380 ,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-19,HDMI類,HDMI2.0,TPE-20230822-083,不能测试,换IC TMDS181,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-25,HDMI類,HDMI2.0,TPE-20230822-299,不能测试,换IC TMDS181,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-25,TypeC類,TypeC3 Plus,TPE-20250417-231,"没有VBUS,短路","换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-25,TypeC類,TypeC3 Plus,TPE-20250417-022,Fail 2.0 bulk,换成 high speed,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-25,TypeC類,TypeC3 Plus,TPE-20250630-066,Fail 2.0 bulk,换成 high speed,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-26,TypeC類,TypeC3 Plus,TPE-20250417-057,"没有VBUS,短路","换 USD40-53,SWR420-421,SWU20",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2026-06-30,DUDC類,DUDC Plus,TPE-20250516-006,USB 接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-06-30,DUDC類,DUDC Plus,TPE-20250516-154,USB 接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2026-07-04,简易USB,USB,TPE-20221117-373 ,接口損壞,换接口,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2026-07-04,DP類,DP1.4,TPE-20230426-052,接口損壞,换接口,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(SMT）,2026-07-04,TypeC類,TypeC2,TPE-20221205-062 ,接口損壞,"换接口,更新FW",自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-07-09,TypeC類,TypeC3 Plus,TPE-20250417-014,Fail 2.0 bulk,换成 high speed,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2026-07-09,TypeC類,TypeC3 Plus,TPE-20250417-189,Fail 2.0 bulk,换成 high speed,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-12-22,Type-C類,TypeC3,TPE-20240527-147,fail TBT,,Chưa phân loại,,,,NG
CHV,CHVP2,A31(AFT）,2025-12-22,Type-C類,TypeC3,TPE-20240527-257,fail TBT,,Chưa phân loại,,,,NG
CHV,CHVP2,A31(AFT）,2025-12-22,Type-C類,TypeC3,TPE-20230710-017,fail TBT,,Chưa phân loại,,,,NG
CHV,CHVP2,A31(AFT）,2025-12-22,Type-C類,TypeC3 Plus,TPE-20250211-106,fail TBT,,Chưa phân loại,,,,NG
CHV,CHVP2,A31(AFT）,2025-12-22,DUDC類,DUDC Plus,TPE-20250516-101,fail top GEN2,,Chưa phân loại,,,,NG
CHV,CHVP2,A31(AFT）,2025-12-22,HDMI類,HDMI2.1,TPE-20231201-006,黑屏,,Chưa phân loại,,,,NG
CHV,CHVP2,A31(AFT）,2025-12-22,HDMI類,HDMI2.1,TPE-20231201-023,SD卡connect,,Chưa phân loại,,,,NG
CHV,CHVP2,A31(AFT）,2025-12-22,DP類,DP1.4,TPE-20210623-020,FDGA开机异常,,Chưa phân loại,,,,NG
CHV,CHVP2,A31(AFT）,2025-12-24,Type-C類,TypeC3,TPE-20240527-006,fail TBT,,Chưa phân loại,,,,NG
